"company_address","company_finance","company_industry","company_name","company_size","company_type","department","name","pay","publish_time","report_to","required_major","requirement","responsibility","subordinates_num","url"
"北京市东城区北三环东路36号环球贸易中心A座25层",,"基金/证券/期货/投资","北京富国大通投资管理有限责任公司","100-499人","私营·民营企业","人力资源部","HRBP 经理","24-30万","昨天","HRD","不限","统招本科","岗位职责：1、与业务部门搭档，了解业务战略并促进人力资源战略在业务部门的有效规划和实施；2、通过建立机制协助发展中的部门的组织保障， 包括招聘、培训、绩效、员工关系等人力资源工作；3、深入了解团队士气动态，帮助业务管理者做好团队建设工作，创造信任和善意的氛围，进而推动公司文化建设；4、人才开发需求及推动实施：根据业务发展及对人员的要求，提出人才开发需求，协助制定并推动实施人才开发计划；5、了解员工思想状况，实施谈话、辅导，作为员工HR联系窗口，接待、处理员工申诉等；6、协助HR后台功能的健全发展，参与制订人力资源全面解决方案。任职资格：1、大学全日制本科以上学历，金融行业5年以上HR从业经验,有bp经验者优先考虑；2、熟悉人力资源日常管理工作流程；了解并掌握人力资源各项管理工具、技术和资源，对人力资源管理各模块有较为完整的理解和实践3、具有工作主动性，能在压力下工作，具备极强的责任心和原则性，良好的人际沟通及协调能力，良好的学习能力；4、形象良好，思路清晰，思维敏捷，口头和书面表达能力俱佳，协调亲和力强；5、性格外向，有良好的职业道德和职业操守。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/196450833.shtml"
"科技园科丰路2号特发信息港B栋8楼810-815","天使轮","电子商务","爱淘苗","50-99人","其他","市场中心","地推专员（四川）","7-10万","59分钟前","无","不限","大专及以上","岗位职责：1、完成区域内分配的推广任务；2、负责区域内用户的开拓和维护；3、负责公司产品线下推广及各类活动的组织执行；4、指导及跟进客户注册、安装及使用公司产品。岗位要求：1、1年以上工作经验，优秀应届生也可以；2、性格开朗，思维活跃，诚信正直，充满激情，善于沟通，抗压性强；3、熟悉并热爱移动互联网行业，了解手机微信、APP的基本知识；4、有较好的协调能力及语言表达沟通能力；5、有较强的地面推广和执行能力；6、有APP推广、销售营销背景工作经验者优先。工作地点：四川省\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/196416081.shtml"
"杭州市滨江区江陵路1760号",,"汽车/摩托车","吉利汽车","10000人以上","私营·民营企业","集团质量部","驻场SQE","18-36万","昨天","无","不限","大专及以上","作为供应商制造工厂的主要客户代表并负责分配的供应商的质量保证工作，主要活动集中于外部供应商的产品及过程能力保证，负责对新项目，量产阶段及在定点阶段的质量审核进行支持1.？评估供应商，和采购员及研发紧密合作，识别供应商风险并进行风险管理2.？在新项目中，从质量角度评估和批准供应商3.？参与供应商的技术能力评审4.？培训和帮助供应商质量工具的使用5.？管理供应商去满足质量要求及项目节点6.？管理项目，直接和跨国性企业的人交流并参与跨部门的项目会议？7.？批准供应商的产品、过程、质量、产能及？PSW？8.？推动系统性问题的持续改进，给项目和供应商提供现场经验分享？？9.？直接与工厂质量经理层合作交流？？10.主导客户抱怨问题的解决11.？跟进供应商过程的工程变更12.？在供应商处主导实施精益生产和6sigma13.？过往问题的再发防止\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197915854.shtml"
"北京亦庄经济技术开发区地泽北街1号",,"制药/生物工程","朗致集团","1000-2000人","私营·民营企业","行政中心","行政经理","面议","2小时前","无","不限","本科及以上","岗位职责：1.负责公司的行政、后勤管理工作,保障公司在任何情况下能够顺利地开展各项工作,确保公司的安全稳定,正常运作； 2.负责建立和完善行政管理的各项规章制度，并负责监督、执行与追踪；   3.负责行政部与其他部门间的协调工作，配合各部门做好各项服务工作；  4.公司外部政府、供应商等公共关系的维护、拓展工作；5.负责公司应急救援机制的组织工作，处理好公司的各类突发性事件； 6.公司未来发展可能会涉及到的施工建设、装修改造等工程的协调工作；  7.规范员工举止行为、礼貌用语、穿着服饰树立良好的公司形象； 8.完成上级交办的其它工作任务。任职要求：1．本科以上学历，行政管理等相关专业，特别优秀者可放宽到大专；2．2年以上企业行政经理相关工作经验；3．良好的人际协调能力，善于处理人际关系；4．文笔良好，掌握基本公文技巧；5．办事利索，有条理性，形象气质佳；6. 有办公楼施工、装修改造项目跟进经验者优先；7．熟练使用电脑办公软件。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197427656.shtml"
"北京市西城区西绒线胡同28号天安国汇大厦11层1115室",,"能源(电力/水利)","辽宁输变电工程","500-999人","私营·民营企业","人事行政部","人事行政经理","12-18万","2017-03-10","无","不限","统招本科","岗位职责：在董事长的领导下，主管公司人事、行政等相关工作。具体要求如下：1、根据公司实际情况和发展规划，拟定公司人力资源规划，经批准后组织实施。2、根据公司发展战略，负责建立、健全公司人力行政管理体系与制度、工作标准与工作流程，经批准后组织实施；3、负责公司组织架构调整、薪酬福利管理、绩效考核管理、招聘、培训、人力资源规划、员工关系等人力资源工作的管理与实施；4、了解光伏、风电等新能源行业和地区的薪资特点，建立科学合理、具有激励性的薪酬管理体系、绩效考核体系等。5、定期对员工工作表现进行考评，督促、抓好对员工的考察培训、提拔选用。6、组织和推动企业文化建设。7、全面负责公司行政管理工作，做好后勤服务与综合管理。8.负责人事行政对外业务的沟通与协调，为公司与员工提供良好的工作环境。职位要求：1、重点院校本科或以上学历(人力资源、劳动人事、心理学及相关专业毕业)；2、熟悉相关法律法规，熟悉人力资源各模块的设计和操作；3、5年以上工作经验，有国内500强等中大型企业中层或部门副职3年以上人事管理岗位工作经验；4、擅长绩效考核（必须）；5、有建筑工程行业或者新能源行业背景；\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197462988.shtml"
"北京市朝阳区朝阳北路141号国龙文化中心",,"影视/媒体/艺术/文化/出版","北京快乐芒果文化传媒有限公司","50-99人","国有企业","商务运营中心","文学策划","8-17万","昨天","无","不限","统招本科","岗位职责：1.进行相关的市场调研，根据市场情况筛选相关作品，并撰写相关策划方案；2.筛选并阅读小说，大纲，策划案等，撰写故事大纲，人物小传和拍摄可行性分析报告；3.根据影视剧、网络剧的市场趋势，进行影视剧、网络剧的原创选题开发、策划与创作；4.负责签约相关作品或作者，以及拓展和维护。 任职要求：1.本科以上学历，影视编导、戏文类专业优先；2.1-2年策划经验，有偶像剧项目经验优先；3. 熟悉剧本创作过程，良好的文字功底，思维活跃；4. 有较强的学习能力、沟通能力和团队合作能力。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197737444.shtml"
"广东省广州市天河区黄埔大道西126号",,"通信(设备/运营/增值)","联通通信","500-999人","国有企业","沃云购运营中心","android工程师（第三方）","7-12万","2017-03-09","无","不限","统招本科","岗位职责：1、负责根据产品需求，完成android产品的开发、测试及维护工作；2、负责android项目的架构设计、方案的制定；3、跟进android的新技术发展，编写设计开发及实现文档；4、负责优化android产品的质量、性能、用户体验；任职要求：1、计算机相关专业，本科以上学历，有3年以上Android平台开发经验；2、具备扎实的Java语言相关专业知识，熟悉SSH框架或spring mvc框架；3、熟练掌握android sdk,ndk开发，熟练掌握Service、UI、socket、数据库、protobuf、xml/json，EventBus等组件的开发和使用；4、熟悉基于webview的HTML5的跨平台开发技术；5、熟悉Android框架体系,能够快速搭建Android开发环境并进行高效开发，精通高性能编程以及性能调优；6、热爱设计编写程序，责任心强，对IT行业充满激情，有独立的思考和解决问题的能力，有良好的团队合作精神；\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197389316.shtml"
"Units 1501-1508， Tower A， Gemdale Plaza, No.91 Jianguo Road, Chaoyang District",,"制药/生物工程","科文斯医药","10000人以上","外商独资·外企办事处","Clinical Operations","Sr. Medical Writing Manager","面议","昨天","无","不限","本科及以上","*Responsibilities/DutiesProvides medical writing leadership and advice to clients and internal Covance project teams. Support client and business development activities. Provide review and feedback on documents prepared by the department. Preparation of a variety of clinical documents including protocols and clinical study reports for Phase 1/IV clinical trials.*Education/QualificationsMinimum of first degree in life sciences (or equivalent); advanced degree (e.g., PhD or Masters) preferred*Experience•Typically minimum of 10 years of related experience.•Good people management skills and supervisory skills, preferably gained from a minimum of 5 years line management or supervisory experience.•Excellent command of written and spoken English•Excellent written and verbal communication skills•Excellent knowledge of MS Word•Excellent organizational and time management ability•Excellent knowledge of ICH guidelines applicable to medical writing and other regulatory guidances •Excellent understanding of medical/scientific terminology, data analysis and interpretation•Strong appreciation of the business requirements of a contract research organization\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197724581.shtml"
"北京市东城区东直门南大街中青旅大厦417",,"房地产服务(物业管理/地产经...","中瑞元海","100-499人","私营·民营企业","运营管理部","精装修工程师","面议","昨天","无","建筑工程专业","统招本科","岗位职责：1、负责编制项目精装修专业投资估算，确定项目精装修专业目标成本；2、负责参与设计各阶段、各专业招标过程、施工过程和结算过程的精装修专业成本测算和控制工作，确保总成本控制在投资估算范围内；3、按照集团手册制度要求参与精装修相关招标工作，具体包括招标答疑、清标分析、价格谈判、中标价格分析等内容；4、做好精装修图纸审核及工程量计算，并组织好招标标底编制工作；5、负责审核及核算精装修专业各相关单位成本进度及费用；6、负责参与精装修施工过程中日常的变更、签证核量及费用估算工作；7、完成公司安排的其他专业相关的工作。 任职要求：1、国家统招院校本科及以上学历，工民建、建筑工程、工程造价及相关专业；2、5年以上相关工作经验，熟悉项目各阶段精装修专业成本预测、分析、控制和后评估工作；3、具有装饰施工企业或房地产公司的工作经历，并具有若干完整项目的工程阅历；4、熟悉精装修及其他相关建筑专业的规范规定、施工技术和工艺流程；5、熟悉精装修工程造价，能独立编制和审核工程预算，进行价格谈判和控制项目成本；6、熟悉建筑材料、设备及人工的市场价格行情；7、熟悉定额及国家清单计价规范系统及价格组成体系；8、具有良好的团队合作精神和人际沟通及协调能力；9、责任心强、敬业、细致、严谨、踏实、稳重、思路清晰、条理清楚，对工作认真负责。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197656211.shtml"
"北京市朝阳区建国路56号天洋运河壹号F3",,"环保","中瑞环保","100-499人","私营·民营企业","电力环保事业部","电力环保事业部总经理","面议","2017-03-03","总经理","不限","统招本科","岗位职责：负责公司电力项目的市场开拓，完成公司制定的业务目标；负责项目招投标的组织、合同谈判及最终的合同签订；对所负责项目的重点部门和个人进行有效公关，与目标客户建立牢固的合作关系；负责项目的投标、商务谈判、合同签订、及时回款等工作。任职资格:教育背景:◆营销、环境工程、生态学、电力等专业背景本科以上学历。培训经历:◆接受过管理学、战略管理、组织变革管理、人力资源管理、经济法等方面的培训。经      验:◆5年以上从事环保行业的项目开发经验；◆8年以上销售或市场管理经验及优良业绩；◆或8年以上电力行业工作背景经验优先。技能技巧:◆对环保行业及市场有较为全面了解；◆具有广泛的社会资源和客户资源者优先；◆具有敏锐的市场洞察力、分析研究能力、项目开发和协调能力。态    度:◆工作细致、严谨，并具有战略前瞻性思维；◆具有较强的判断和决策能力、人际沟通和协调能力、计划与执行能力。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/195646888.shtml"
"百步亭花园路18号",,"互联网/移动互联网/电子商务","爱社区","100-499人","私营·民营企业","智慧社区项目部","运营经理","12-14万","3小时前","无","不限","本科及以上","岗位职责： 1、负责公司智慧社区项目的运营及相关推广拓展工作； 2、代表需求方，实施对“智慧社区”商务区综合服务平台的产品规划、设计、开发管理，包括：搜集、分析和整合客户端产品需求，提出产品的规划设计方案，如功能，特性，使用流程，UI/UE，性能要求等；3、对接产品供应方进行开发工作，推动及协调产品的开发进度，把控项目质量，协助产品供应方完成产品研发、测试、改进、上线；4、跟踪上线产品的市场效果和用户反馈，通过市场调查和运营数据分析，对产品发展情况给予评估，优化流程和用户体验，对各阶段的产品功能和特性进行取舍，完善产品功能。任职资格：1．本科以上学历，5年以上工作经验，2年以上智慧社区、智慧园区等综合性服务平台产品（web、app）的开发管理经验和实际使用经验，熟悉iOS、Android平台的特性以及对应国内用户的习惯特点；2．熟悉移动产品的实施过程，包括市场分析、需求分析、产品功能设计、业务流程设计、界面设计、用户研究和可用性测试等一系列工作；3．熟练掌握Axure、Visio、MindManager等工具，良好的产品文档(如MRD、PRD)撰写能力；4、本科及以上学历，通信类、电子类、计算机类和自动控制相关专业。5、具有物联网或网络相关行业应用方案设计经验者优先考虑，熟悉电息化相关行业应用解决方案;6、具备线上线下资源整合的核心理念，熟悉线上线下渠道的整合，熟悉供应链平台的规划、搭建与运行；7、具有扎实的电商运营和策划功底，独立的提案、组织、策划能力。 \r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/196813886.shtml"
"浙江省宁波市象山丹阳路1288号",,"仪器/仪表/工业自动化/电气","天安电气","2000-5000人","私营·民营企业","营销中心","区域销售经理/省区销售经理/销售经理","10-29万","昨天","无","不限","学历不限","岗位职责：1、负责电气成套开关柜等电气设备产品前端销售；2、获取项目信息，跟踪正在进行或目标项目的进展；3、发掘新客户，建立并保持紧密联系，及时响应客户需求；4、与客户保持良好的业务合作关系，密切跟踪项目；5、独立完成合同的商务谈判；6、维护并更新项目数据；7、完成个人销售指标；8、团队合作，能与其他团队、公司其他部门通力协作完成工作。任职要求：1、具有强烈的市场意识和能随市场环境改变的能力；2、作风严谨认真、自觉自律；3、能吃苦耐劳，承受压力强，具有开拓精神4、具有良好的沟通和解决问题能力，具有较强的分析能力和逻辑思维，有较强的呈现能力；5、能熟练使用办公软件。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/196496309.shtml"
"北京市朝阳区西大望路１号温特莱中心B座509","C轮","综合门户","时光网","100-499人","外商独资·外企办事处","电影衍生品事业部","大客户礼品销售（武汉）","10-12万","昨天","无","不限","本科及以上","岗位职责：1、负责当地分公司大客户拓展2、进行市场分析及趋势判断，为客户提供专业的礼品咨询及解决方案3、大客户后续跟进及深度挖掘，提升销售业绩任职要求：1、礼品行业5年以上销售及管理经验，具备优质大客户资源2、形象气质佳，开朗大方表达能力强，具有较强的沟通能力及独立谈判能力3、责任心强及抗压能力强\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197833466.shtml"
"太古里",,"互联网/移动互联网/电子商务","拓速乐汽车销售服务(成都)有限公司","500-999人","外商独资·外企办事处","Sales销售","产品销售专员 特斯拉 Product Specialist","7-10万","32分钟前","无","不限","学历不限","Product SpecialistThe RoleThe primary goal of the Product Specialist is to provide a fun educational experience for customers who come into the Tesla retail store. The Product Specialist will accomplish this by handling all walk in store guests, answering questions, educating the public about the electric drive experience. An implicit responsibility of the Product Specialist is to conduct educational conversations and business dealings in a way that creates a superior customer experience that represents the Tesla brand. Responsibilities•\tWelcome all walk in guests, answer questions and generally manage the customer’s Tesla experience in the most positive way•\tEnthusiastically educate all customers and fans about the benefits of going electric•\tAssist Owner Advisors in co-piloting test drives for Tesla enthusiasts and providing an experience that future customer would highly recommend to friends and family•\tHelp Tesla enthusiasts and future owners stay up to speed with Tesla by subscribing them to digital updates from the company and founder, Elon Musk•\tThrough conversations on the floor, identify future Tesla prospects and encourage them to get behind the wheel of a Tesla product for themselves•\tAssist customers with purchases of apparel and keep inventory full and neat•\tProvide high quality customer service to the existing Tesla owner community•\tKeep up with industry trends and best practices•\tHelp to develop a new way to market and sell cars to the community•\tOccasional test drives may be required•\tEmployee must seriously learn about the company and products related knowledge, and pass internal testing, otherwise he/she will not be able to meet the full time employee’s requirement•\tOther Responsibilities: Perform other related duties as assigned, based on the business need Requirements•\tStrong communication and customer service experience required•\tHighly appreciate Company culture and value•\tExceptional self-management and self-learning ability•\tPositive, enthusiastic and passionate about the changes in the personal transportation industry•\tAbility to understand and convey business issues and technical concepts•\tStrong sense of team mentality and reliability•\tAbility to work evenings and weekends in retail environment. Retail, industry and key account sales experience preferred•\tValid driver’s license in the country in which you are applying, 2 year minimum driving record required with a clean driving history产品专员职位描述这个角色的首要目标是为进入特斯拉体验店的客户提供有趣的了解产品知识的体验。他/她会负责接待所有进店客户，回答他们的问题，讲解电动汽车的驾驶体验，传递特斯拉品牌。产品专员最重要的职责是，通过教育式的销售模式与客户沟通，创造极致客户体验， 传递特斯拉品牌。 主要职责•\t接待所有进店客人，回答问题，保证最积极的客户体验•\t热情的为客户和特斯拉粉丝介绍电动汽车的优点•\t协助销售顾问为特斯拉爱好者举办试驾活动，并通过提供良好的客户体验使潜在客户向亲朋好友宣传特斯拉•\t通过传递特斯拉创始人，Elon Musk发布的最新公司讯息，帮助特斯拉爱好者及未来车主更好的了解公司动态•\t通过良好的沟通，明确特斯拉的发展前景并鼓励顾客试驾，通过试驾发现驾驶特斯拉的乐趣•\t协助客户购买精品，保持库存充足和整洁•\t对现有特斯拉车主提供高质量客户服务•\t及时了解更新行业发展和最佳实践•\t协助开发新的市场宣传方法，销售特斯拉汽车•\t偶尔需要带领客户试驾特斯拉车辆•\t员工须认真学习了解公司及产品的相关知识，并通过公司内部测试，否则将不能达到正式员工的标准和要求•\t其他职责：根据业务发展需要，完成管理层指定的其他工作职位要求•\t出色的沟通和客户服务能力•\t对企业文化高度认可•\t良好的自我管理能力及自我学习能力•\t积极热情地参与改变个人交通行业的变革•\t深刻理解并传递业务问题和技术概念•\t优秀的团队意识，可靠的团队成员•\t能够在晚上和周末工作，有零售、行业销售、以及大客户销售经验优先•\t持有有效中国驾照，至少2年驾车并无不良行驶记录优先\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/195209549.shtml"
"杭州市滨江区江陵路1760号",,"汽车/摩托车","吉利汽车","10000人以上","私营·民营企业","SQE中心","外饰SQE工程师/高级工程师","面议","昨天","无","不限","本科及以上","作为供应商制造工厂的主要客户代表并负责分配的供应商的质量保证工作，主要活动集中于外部供应商的产品及过程能力保证，负责对新项目，量产阶段及在定点阶段的质量审核进行支持1. 评估供应商，和采购员及研发紧密合作，识别供应商风险并进行风险管理2. 在新项目中，从质量角度评估和批准供应商3. 参与供应商的技术能力评审4. 培训和帮助供应商质量工具的使用5. 管理供应商去满足质量要求及项目节点6. 管理项目，直接和跨国性企业的人交流并参与跨部门的项目会议 7. 批准供应商的产品、过程、质量、产能及 PSW 8. 推动系统性问题的持续改进，给项目和供应商提供现场经验分享  9. 直接与工厂质量经理层合作交流  10.主导客户抱怨问题的解决11. 跟进供应商过程的工程变更12. 在供应商处主导实施精益生产和6sigma13. 过往问题的再发防止13.在主流主机厂或1级汽车行业的供应商有3到5年或以上的供应商质量管理相关领域的工作经验， 在产品设计，产品特性，制造工艺及质量领域有相关经验14. 熟悉注塑，防错防呆，模具等工艺及质量管控要点15. 拥有外饰相关零部件供应商管理经验-保险杠，格栅，密封条，天窗，组合大灯，门开闭系统，雨刷系统16. 英语听、说、读、写熟练\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197853574.shtml"
"东四十条",,"互联网/移动互联网/电子商务","中信百信银行股份有限公司","100-499人","其他","综合管理部","行政后勤经理","面议","2017-02-27","无","不限","统招本科","岗位职责：全面负责公司各项后勤保障工作，制定并实施各项后勤制度，为公司提供有效的后勤支持。 1、处理公司的日常后勤事务，保障公司正常运转；2、负责公司后勤管理制度的制定，监督执行，确保后勤管理的顺利进行；3、建立健全物业管理工作制度，对公司房产、房屋管理、公用设施的使用、维修、养护和管理、清洁工作；4、负责公司固定资产管理，逐项登记造册。负责物业管理费、水电费报批支付。及时安排修复损坏的办公设施、设备，保持办公区域内的环境卫生；5、组织公司例行或紧急会议，作好会议记录、整理会议纪要，督促、检查会议决定执行情况，及时向领导汇报，负责公司主要领导的日程和外出交通安排等秘书工作；6、负责或牵头组织承办公司各种资质的报批、认证、复审和年检；7、与政府有关部门及有业务往来的其他单位保持联系，建立良好的工作关系。8、服从上级领导的工作调动和分配，完成上级交办的其它工作任务。岗位要求1、全日制本科及以上学历；行政管理、文秘等相关专业优先；2、具备5年以上行政相关经验，具备较好的职业性；3、具有较强的组织、协调、沟通能力及执行力以及较强的抗压能力，严谨细致4、熟知与银行经营运作相关的专业知识，了解公司的业务和运作情况，并能应用于自身工作；4、熟练操作office办公软件；5、谈吐得当。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197620357.shtml"
"北京市朝阳区广渠路66号院22号楼百环大厦9层901",,"医疗设备/器械","美中双和","100-499人","国内上市公司","人力行政部","人力行政经理","面议","2小时前","无","不限","学历不限","职位描述：1、根据公司的经营和发展战略，组织制定公司人力资源战略规划、行政管理规划，完善人力资源管理和行政管理的制度和流程；2、制定组织结构设计调整方案及岗位编制，公司人力资源与行政年度计划及预算；3、协调和控制公司各部门人力资源薪酬、招聘、培训以及绩效、员工关系等方面的工作；4、贯彻执行公司经营理念、核心价值观、管理思想、管理制度，为公司业务开展及内部管理提供良好的环境和企业文化；5、参与处理公司管理过程中的重大行政人事问题。任职要求：1、具备丰富的行政人事管理管理工作经验；2、了解现代企业人力资源管理模式和实践经验积累，对人力资源管理各个职能模块均有较深入的认识，熟悉国家相关的政策、法律法规；3、很强的计划性和实施执行的能力；有亲和力，很强的激励、沟通、协调、团队领导能力，责任心、事业心；4、具备良好的人际交往能力、组织协调能力、沟通能力以及解决复杂问题的能力；5、有医疗器械行业公司工作经验者优先。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/194955166.shtml"
"北京市朝阳区朝阳北路141号国龙文化中心",,"影视/媒体/艺术/文化/出版","北京快乐芒果文化传媒有限公司","50-99人","国有企业","商务运营中心","娱乐衍生品经理（IP授权）","8-12万","昨天","无","不限","统招本科","岗位职责1、负责公司电影、电视剧、综艺等项目衍生产品合作方案策划，客户拓展，沟通执行；2、负责公司艺人衍生产品合作方案策划，客户拓展，沟通执行；3、通过深度研究市场发展，挖掘用户需求，竞品分析，定期提出分析报告以及有针对性的业务建议； 4、与法务、制作、宣传部门协调配合，确保相关合同签署、执行； 5、完成领导交代的其它事项。任职要求专业经验和技能：1、具有影视/游戏/动漫/文化衍生周边产品相关经验；2、具有较好的产品设计素养及鉴赏能力；3、精通PPT，较好的方案策划能力； 素质要求：　 1、善于沟通，善于跨多职能团队合作，能协调好各方对接人，推动执行能力强； 2、抗压能力强，工作效率高，能按期高质量完成好所负责工作； 3、形象气质好。 \r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197625175.shtml"
"北京市东城区东直门南大街中青旅大厦417",,"房地产服务(物业管理/地产经...","中瑞元海","100-499人","私营·民营企业","运营管理部","设计总监","面议","昨天","无","不限","本科及以上","岗位职责：1.       全面负责项目公司规划设计工作，前期规划的定位和方案的确立、制定疑难项目的解决方案；2.       负责拟建、在建项目的产品研究、规划设计管理、设计计划控制、设计变更管理工作；3.       具有敏锐的市场意识、超前的规划理念,较强沟通、表达能力；4.       整合设计资源，统一设计标准，确保产品品质。任职资格：1.         统招全日制建筑学本科及以上学历；2.         五年以上建筑设计工作经验，方案与施工图经验丰富，能主持设计项目，有较强的设计管理水平及组织协调能力3.         必须全过程负责过项目，其设计院工作经验不少于三年，二年以上设计管理经验；4.         方案与施工图经验丰富，能主持设计项目，有较强的设计管理水平及组织协调能力。5.         具有高级以上专业技术职称或相关专业资格工作地址江西\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197461120.shtml"
"北京市东城区珠市口东大街15号",,"房地产开发/建筑/建材/工程","国瑞","500-999人","私营·民营企业","规划设计院精装设计所","方案精装设计主任/主管/设计师","面议","昨天","无","环艺及室内设计","本科及以上","任职资格：1.环艺及室内设计专业统招本科及以上学历；2.6年以上知名室内设计公司或知名地产开发企业从业经历；3.方案能力强，手稿表达能力好，有出色的综合设计创作能力‘4.具备室内设计与施工组织、协调工作能力；5.具备扎实的专业知识，熟悉装饰选材与搭配，熟悉施工工艺及做法；6.具备良好的沟通、协调及团队合作的能力，有高度工作责任感。’工作地点：北京\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197651383.shtml"
"建国路56号天洋运河壹号F3",,"环保","中瑞环保","100-499人","私营·民营企业","战略规划部","战略规划部总监","面议","2017-03-03","无","不限","统招本科","岗位职责：1.分析产业前景及技术发展趋势；2.分析经济、政治环境发展变化状况；3.组织、领导专家对公司发展方向的研究；4.协助高级管理层制定组织发展战略；5.协助各事业部制定经营战略；6.对公司的战略实施进行跟进，并向管理层提供建议。任职资格:教育背景:◆经济、管理相关专业硕士以上学历。培训经历:◆受过管理学、战略管理、财务管理、企业运营管理、管理技能开发、宏观经济分析、产业经济学、竞争战略等方面培训。经     验:◆有5年以上企业管理经验。技能技巧:◆具备出众的领导管理才能和良好的行业管理理念，熟悉西方先进的企业管理模式；◆掌握人力资源管理、财务管理及市场运作管理并具有丰富的实际操作经验；◆具备很强的执行能力，团队组织能力强，注重实效性。态    度:◆作风严谨、稳健，具备极强的敬业精神和开拓意识；◆有用人、决策、公关的综合素质，善于与人深入沟通；◆精力充沛，能承受较大工作压力。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/195932596.shtml"
"通州区马驹桥金桥产业基地环宇路3号",,"环保","桑德环境资源","10000人以上","国内上市公司","运营系统","综合处理填埋项目运营主管","面议","12分钟前","无","环境工程、土木工程、工商管理等相关专业","大专及以上","岗位职责：1、指导各综合处理及填埋运营项目的年度目标指标和专项工作的制定，完成项目公司年度考评工作；2、负责编制、审核综合处理及填埋项目运营管理手册、各类操作规范和运营方案，对项目公司人员进行培训和效果评估；3、协助综合处理及填埋项目公司做好试运营准备工作，参与制定试车和系统调试方案，参与项目试车；4、持续进行综合处理及填埋项目公司运行成本控制指标分析测算，综合分析项目生产过程及工艺执行效果，提出运营成本控制、环境改善和改进生产管理的具体措施；5、了解综合处理及填埋项目运营状况，跟踪监控项目公司的工艺流程、设备运行维护和作业规程的实施情况、成本控制情况，积极协调处理日常运营过程中需要运营管理中心协调解决的问题；6、完成综合处理及填埋项目公司运营周报和月报的收集、月度考评和各项运营指标核问题的分析工作，制定改进措施，编制运营月报；7、负责各综合处理及填埋项目运营台账的建立和维护，负责项目相关文件、资料的收集、整理和归档；8、持续推进项目公司年度技改和大修工作，协调解决问题，组织验收工作和评价工作；9、完成固废运营部经理交办的其它工作。任职要求：1、8年以上工作经验，3年以上类似岗位工作经验，具有丰富的BOT/TOT项目运营管理经验；2、持有工程师职称、注册建造师、注册造价师、注册环保工程师、MBA等相关资格证书优先；3、熟悉固废处理处置领域的技术路线、工艺、运营模式和政策法规；具备人力资源管理、财务管理和企业管理等方面的知识；熟练运用常用办公软件和网络；4、具有良好学习能力、沟通协调能力、信息分析能力、计划执行能力和组织管理能力；5、积极主动、专业、具有成本意识、灵活、成就动机强，抗压、情绪稳定，具有合作精神，责任心强，敬业。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/194212959.shtml"
